image,panel_id,class_id,pixel_x,pixel_y,bbox_width_norm,bbox_height_norm,x,y,z,depth_file
DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.jpg,1,0,215,180,0.651813,0.16082,-0.0084,-0.0061,0.051,DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.png
DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.jpg,2,0,549,183,0.284187,0.15373,0.0786,-0.025,0.2196,DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.png
DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.jpg,3,0,547,301,0.288469,0.155977,0.0459,0.0091,0.1294,DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.png
DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.jpg,4,0,547,417,0.289547,0.158203,0.121,0.0858,0.3412,DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.png
DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.jpg,5,0,546,503,0.292406,0.035098,0.1122,0.1226,0.3176,DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.png
DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.jpg,6,0,216,65,0.651391,0.146582,-0.0675,-0.1241,0.4157,DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.png
DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.jpg,7,0,548,67,0.28525,0.151504,0.0796,-0.066,0.2235,DJI_20220410132154_0006_T_JPG.rf.7bf57dca6857846036bd02a5df2c151f.png
DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.jpg,1,0,87,201,0.274484,0.163262,-0.1142,-0.027,0.3137,DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.png
DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.jpg,2,0,384,203,0.663734,0.17127,0.0384,-0.0318,0.3843,DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.png
DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.jpg,3,0,86,320,0.269672,0.154238,-0.1075,0.0294,0.2941,DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.png
DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.jpg,4,0,384,321,0.658938,0.164766,0.0365,0.037,0.3647,DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.png
DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.jpg,5,0,88,435,0.276078,0.159258,-0.0924,0.0713,0.2549,DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.png
DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.jpg,6,0,383,437,0.656922,0.152246,0.0401,0.1153,0.4078,DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.png
DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.jpg,7,0,631,438,0.027203,0.157754,0.1868,0.1093,0.3843,DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.png
DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.jpg,8,0,89,6,0.280484,0.026543,-0.1515,-0.1639,0.4196,DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.png
DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.jpg,9,0,90,85,0.281687,0.162754,-0.0592,-0.044,0.1647,DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.png
DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.jpg,10,0,387,87,0.657734,0.164258,0.0267,-0.0673,0.2549,DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.png
DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.jpg,11,0,386,9,0.654125,0.037051,0.0356,-0.1332,0.3451,DJI_20220410132206_0010_T_JPG.rf.9d567f934376e3593b7435039bc89dda.png
DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.jpg,1,0,87,145,0.274078,0.167598,-0.0885,-0.0422,0.2431,DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.png
DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.jpg,2,0,381,151,0.657031,0.166855,0.0269,-0.0463,0.2824,DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.png
DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.jpg,3,0,85,263,0.267016,0.161699,-0.0936,0.0028,0.2549,DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.png
DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.jpg,4,0,381,267,0.657031,0.170527,0.0191,0.0034,0.2,DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.png
DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.jpg,5,0,87,36,0.272313,0.141133,-0.1642,-0.155,0.451,DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.png
DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.jpg,6,0,383,38,0.662875,0.148477,0.0486,-0.1683,0.4941,DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.png
DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.jpg,7,0,377,380,0.662312,0.167598,0.0451,0.098,0.5059,DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.png
DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.jpg,8,0,84,382,0.263922,0.153633,-0.0911,0.0486,0.2471,DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.png
DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.jpg,9,0,377,483,0.6535,0.11207,0.0475,0.1892,0.5333,DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.png
DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.jpg,10,0,84,484,0.26275,0.107656,-0.1229,0.1187,0.3333,DJI_20220410132209_0011_T_JPG.rf.bca81bd6ada9ddd0f9c9c4317c2ab6b3.png
DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.jpg,1,0,380,10,0.654141,0.041816,0.0456,-0.1869,0.4863,DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.png
DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.jpg,2,0,83,204,0.259922,0.163242,-0.0581,-0.0127,0.1569,DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.png
DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.jpg,3,0,377,208,0.661531,0.169277,0.0147,-0.0124,0.1647,DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.png
DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.jpg,4,0,82,321,0.257484,0.160645,-0.07,0.0191,0.1882,DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.png
DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.jpg,5,0,375,323,0.659281,0.166855,0.0324,0.0394,0.3765,DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.png
DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.jpg,6,0,83,438,0.260047,0.154238,-0.1322,0.1015,0.3569,DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.png
DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.jpg,7,0,374,441,0.664547,0.157246,0.0251,0.0862,0.298,DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.png
DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.jpg,8,0,85,7,0.265719,0.027344,-0.1771,-0.1877,0.4824,DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.png
DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.jpg,9,0,83,86,0.260891,0.162832,-0.09,-0.0646,0.2431,DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.png
DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.jpg,10,0,376,91,0.656062,0.17168,0.0329,-0.0971,0.3765,DJI_20220410132212_0012_T_JPG.rf.c349a7d39ce6113a24475b7a35d3dafd.png
DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.jpg,1,0,82,141,0.258859,0.167266,-0.0788,-0.0381,0.2118,DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.png
DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.jpg,2,0,378,145,0.660531,0.168262,0.0284,-0.0544,0.3137,DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.png
DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.jpg,3,0,81,257,0.25525,0.16377,-0.1069,0.0004,0.2863,DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.png
DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.jpg,4,0,376,262,0.663734,0.175781,0.0302,0.0032,0.3451,DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.png
DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.jpg,5,0,84,34,0.263656,0.133711,-0.1504,-0.1415,0.4078,DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.png
DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.jpg,6,0,379,37,0.659328,0.146738,0.0495,-0.1838,0.5373,DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.png
DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.jpg,7,0,82,375,0.256453,0.159258,-0.1502,0.0751,0.4039,DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.png
DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.jpg,8,0,372,377,0.660125,0.172285,0.0373,0.0867,0.4588,DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.png
DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.jpg,9,0,80,481,0.250437,0.11959,-0.1765,0.1654,0.4706,DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.png
DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.jpg,10,0,371,481,0.657734,0.118086,0.0403,0.1778,0.5059,DJI_20220410132215_0013_T_JPG.rf.6395e132fcc9403229461e112f345fe2.png
DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.jpg,1,0,378,11,0.659062,0.046172,0.0082,-0.0345,0.0902,DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.png
DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.jpg,2,0,84,199,0.263125,0.175176,-0.1533,-0.037,0.4157,DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.png
DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.jpg,3,0,377,203,0.678,0.194316,0.0231,-0.0214,0.2588,DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.png
DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.jpg,4,0,84,314,0.263125,0.179121,-0.1923,0.0473,0.5216,DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.png
DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.jpg,5,0,372,323,0.671844,0.188789,0.0481,0.062,0.5922,DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.png
DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.jpg,6,0,84,432,0.264391,0.183848,-0.1923,0.1434,0.5216,DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.png
DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.jpg,7,0,370,438,0.672641,0.190957,0.0365,0.1327,0.4667,DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.png
DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.jpg,8,0,86,5,0.270703,0.020898,-0.0459,-0.0492,0.1255,DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.png
DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.jpg,9,0,85,83,0.266906,0.186621,-0.1123,-0.0827,0.3059,DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.png
DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.jpg,10,0,377,88,0.678,0.192148,0.0555,-0.1637,0.6235,DJI_20220410132218_0014_T_JPG.rf.bc458e39cd76405ae43a46347d807ae8.png
DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.jpg,1,0,83,140,0.260141,0.169629,-0.1656,-0.081,0.4471,DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.png
DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.jpg,2,0,378,149,0.665078,0.173164,0.0331,-0.061,0.3647,DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.png
DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.jpg,3,0,81,258,0.253359,0.16043,-0.1362,0.0011,0.3647,DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.png
DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.jpg,4,0,376,265,0.662828,0.165391,0.0261,0.0042,0.298,DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.png
DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.jpg,5,0,83,34,0.261844,0.135,-0.0799,-0.0748,0.2157,DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.png
DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.jpg,6,0,81,377,0.255063,0.15125,-0.1684,0.0853,0.451,DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.png
DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.jpg,7,0,377,38,0.663391,0.151953,0.0506,-0.1937,0.5686,DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.png
DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.jpg,8,0,372,382,0.662828,0.172461,0.03,0.0726,0.3686,DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.png
DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.jpg,9,0,370,483,0.658875,0.110176,0.049,0.2225,0.6275,DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.png
DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.jpg,10,0,81,483,0.253359,0.110176,-0.2475,0.2351,0.6627,DJI_20220410132221_0015_T_JPG.rf.3ec35a909ab8e77d805a6c536a4d32e3.png
DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.jpg,1,0,81,194,0.25525,0.168262,-0.1201,-0.0312,0.3216,DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.png
DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.jpg,2,0,374,199,0.665328,0.181797,0.0328,-0.0346,0.3882,DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.png
DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.jpg,3,0,81,312,0.254047,0.162266,-0.186,0.0436,0.498,DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.png
DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.jpg,4,0,384,318,0.650125,0.174785,0.0427,0.0414,0.4275,DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.png
DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.jpg,5,0,81,428,0.254047,0.159258,-0.1831,0.1317,0.4902,DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.png
DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.jpg,6,0,370,434,0.662531,0.157754,0.0288,0.1025,0.3686,DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.png
DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.jpg,7,0,81,78,0.25525,0.172285,-0.104,-0.0774,0.2784,DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.png
DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.jpg,8,0,374,81,0.652922,0.178789,0.0318,-0.1029,0.3765,DJI_20220410132224_0016_T_JPG.rf.793efc65ac4a562cb02c9047fab9163f.png
DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.jpg,1,0,81,138,0.25525,0.164766,-0.0776,-0.0383,0.2078,DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.png
DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.jpg,2,0,80,254,0.250437,0.167266,-0.1603,-0.0013,0.4275,DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.png
DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.jpg,3,0,370,259,0.663734,0.167266,0.0202,0.0012,0.2588,DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.png
DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.jpg,4,0,83,32,0.260047,0.127207,-0.1017,-0.0961,0.2745,DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.png
DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.jpg,5,0,80,370,0.250437,0.157246,-0.1706,0.081,0.4549,DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.png
DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.jpg,6,0,368,377,0.659734,0.165273,0.0232,0.0586,0.3098,DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.png
DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.jpg,7,0,78,477,0.245625,0.135117,-0.2091,0.1909,0.5529,DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.png
DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.jpg,8,0,366,480,0.657734,0.123105,0.042,0.2045,0.5843,DJI_20220410132227_0017_T_JPG.rf.99b3424fa0fbc0c6e8f98900becb196a.png
DJI_20220410132230_0018_T_JPG.rf.7f9bb5fb45df40d86b60463ed80468a0.jpg,1,0,80,197,0.250437,0.160762,-0.1059,-0.026,0.2824,DJI_20220410132230_0018_T_JPG.rf.7f9bb5fb45df40d86b60463ed80468a0.png
DJI_20220410132230_0018_T_JPG.rf.7f9bb5fb45df40d86b60463ed80468a0.jpg,2,0,80,314,0.250437,0.155254,-0.1147,0.0277,0.3059,DJI_20220410132230_0018_T_JPG.rf.7f9bb5fb45df40d86b60463ed80468a0.png
DJI_20220410132230_0018_T_JPG.rf.7f9bb5fb45df40d86b60463ed80468a0.jpg,3,0,78,429,0.244828,0.151738,-0.1364,0.0975,0.3608,DJI_20220410132230_0018_T_JPG.rf.7f9bb5fb45df40d86b60463ed80468a0.png
DJI_20220410132230_0018_T_JPG.rf.7f9bb5fb45df40d86b60463ed80468a0.jpg,4,0,364,434,0.658125,0.16125,0.0283,0.1145,0.4118,DJI_20220410132230_0018_T_JPG.rf.7f9bb5fb45df40d86b60463ed80468a0.png
DJI_20220410132230_0018_T_JPG.rf.7f9bb5fb45df40d86b60463ed80468a0.jpg,5,0,81,81,0.254047,0.167773,-0.0381,-0.0279,0.102,DJI_20220410132230_0018_T_JPG.rf.7f9bb5fb45df40d86b60463ed80468a0.png
DJI_20220410132234_0019_T_JPG.rf.6202114283789c6ae3fb48b70856550d.jpg,1,0,82,141,0.258078,0.188496,-0.156,-0.0754,0.4196,DJI_20220410132234_0019_T_JPG.rf.6202114283789c6ae3fb48b70856550d.png
DJI_20220410132234_0019_T_JPG.rf.6202114283789c6ae3fb48b70856550d.jpg,2,0,80,258,0.253031,0.188496,-0.1118,0.0009,0.298,DJI_20220410132234_0019_T_JPG.rf.6202114283789c6ae3fb48b70856550d.png
DJI_20220410132234_0019_T_JPG.rf.6202114283789c6ae3fb48b70856550d.jpg,3,0,81,34,0.255547,0.133047,-0.1435,-0.1333,0.3843,DJI_20220410132234_0019_T_JPG.rf.6202114283789c6ae3fb48b70856550d.png
DJI_20220410132234_0019_T_JPG.rf.6202114283789c6ae3fb48b70856550d.jpg,4,0,80,372,0.2505,0.177441,-0.1,0.0483,0.2667,DJI_20220410132234_0019_T_JPG.rf.6202114283789c6ae3fb48b70856550d.png
DJI_20220410132234_0019_T_JPG.rf.6202114283789c6ae3fb48b70856550d.jpg,5,0,78,480,0.245453,0.124258,-0.1542,0.1427,0.4078,DJI_20220410132234_0019_T_JPG.rf.6202114283789c6ae3fb48b70856550d.png
DJI_20220410132237_0020_T_JPG.rf.2e27f469aeffb1e8fec57a9d51c0d580.jpg,1,0,77,195,0.241891,0.169277,-0.1042,-0.0262,0.2745,DJI_20220410132237_0020_T_JPG.rf.2e27f469aeffb1e8fec57a9d51c0d580.png
DJI_20220410132237_0020_T_JPG.rf.2e27f469aeffb1e8fec57a9d51c0d580.jpg,2,0,77,313,0.242625,0.175781,-0.0774,0.0182,0.2039,DJI_20220410132237_0020_T_JPG.rf.2e27f469aeffb1e8fec57a9d51c0d580.png
DJI_20220410132237_0020_T_JPG.rf.2e27f469aeffb1e8fec57a9d51c0d580.jpg,3,0,76,428,0.238906,0.163691,-0.1136,0.0801,0.298,DJI_20220410132237_0020_T_JPG.rf.2e27f469aeffb1e8fec57a9d51c0d580.png
DJI_20220410132237_0020_T_JPG.rf.2e27f469aeffb1e8fec57a9d51c0d580.jpg,4,0,78,78,0.246344,0.164629,-0.0994,-0.0731,0.2627,DJI_20220410132237_0020_T_JPG.rf.2e27f469aeffb1e8fec57a9d51c0d580.png
